Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Company_Name
Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7,796,46.3,5.0,1.65,Maruti
Skoda Octavia Ambition 2.0,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968,141.0,5.0,14.5,Skoda
Toyota Innova 2.5 V,Delhi,2011,72000,Diesel,Manual,First,12.8,2494,102.0,7.0,7.1,Toyota
Audi A4 35 TDI,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968,174.33,5.0,28.0,Audi
Maruti Vitara Brezza ZDi,Kochi,2017,45362,Diesel,Manual,First,24.3,1248,88.5,5.0,9.38,Maruti
Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9,1197,82.0,5.0,4.78,Hyundai
Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794,125.0,5.0,1.7,Toyota
Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7.0,17.85,Tata
Hyundai i20 2015-2017 1.2,Pune,2010,72000,Petrol,Manual,Second,17.0,1197,80.0,5.0,2.75,Hyundai
Hyundai Verna 1.6 SX,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5.0,5.95,Hyundai
Maruti Omni 8 Seater,Mumbai,2011,39000,Petrol,Manual,First,14.0,796,35.0,5.0,1.5,Maruti
Maruti Alto 800 2016-2019,Kochi,2019,19855,Petrol,Manual,First,24.7,796,47.3,5.0,3.8,Maruti
Mercedes-Benz New C-Class C,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143,167.62,5.0,38.5,Mercedes-Benz
Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81,1086,68.05,5.0,2.15,Hyundai
Skoda Superb Style 1.8,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5.0,3.75,Skoda
Volkswagen Vento 1.5 TDI,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5.0,8.95,Volkswagen
Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,5.0,Maruti
Honda Civic 2010-2013 1.8,Pune,2010,61700,Petrol,Manual,First,14.8,1799,130.2,5.0,2.95,Honda
BMW 3 Series 320i,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995,154.0,5.0,10.49,BMW
Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.85,Hyundai
Maruti Swift VDI BSIV,Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248,113.13736355859707,5.0,6.45,Maruti
Honda Accord 2001-2003 2.3,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354,142.0,5.0,5.25,Honda
Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248,88.76,7.0,5.99,Maruti
Ford Fiesta Classic 1.4,Kochi,2015,69749,Diesel,Manual,First,18.6,1388,67.0,5.0,3.82,Ford
Audi Q7 3.0 TDI,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967,241.4,7.0,39.0,Audi
Audi A4 35 TDI,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.75,Audi
Tata Indica Vista Quadrajet,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248,74.0,5.0,2.2,Tata
Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493,110.0,5.0,2.0,Hyundai
Mercedes-Benz E-Class E 220,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950,194.0,5.0,56.5,Mercedes-Benz
BMW 3 Series 320d,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995,190.0,5.0,21.0,BMW
Hyundai Grand i10 CRDi,Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120,70.0,5.0,4.0,Hyundai
Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.83,Hyundai
Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1,1197,85.0,5.0,5.89,Maruti
Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92,1086,62.1,5.0,1.36,Hyundai
BMW 6 Series Gran,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993,313.0,4.0,44.0,BMW
Maruti SX4 Green Vxi,Mumbai,2014,53000,CNG,Manual,First,22.1,1586,85.7,5.0,3.26,Maruti
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43,1396,105.5,5.0,8.0,Hyundai
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248,74.0,5.0,4.25,Maruti
Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4,1248,74.0,5.0,6.0,Maruti
Skoda Octavia 2.0 TDI,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968,141.0,5.0,16.61,Skoda
Renault Duster 110PS Diesel,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461,108.45,5.0,7.26,Renault
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179,120.0,8.0,4.0,Mahindra
BMW 5 Series 2013-2017,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995,190.0,5.0,34.51,BMW
Maruti Wagon R VXI,Chennai,2003,101000,Petrol,Manual,Third,17.3,1061,64.0,5.0,0.95,Maruti
Maruti Wagon R LXI,Hyderabad,2007,84169,Petrol,Manual,First,14.0,1061,64.0,5.0,2.2,Maruti
Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6,1197,81.83,5.0,5.75,Hyundai
Hyundai Santro Xing XO,Pune,2005,100000,CNG,Manual,Third,17.0,1086,113.13736355859707,5.0,1.2,Hyundai
Land Rover Discovery SE,Delhi,2016,59000,Diesel,Automatic,First,18.0,2993,255.0,7.0,36.75,Land
Mercedes-Benz New C-Class 230,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796,178.0,5.0,10.0,Mercedes-Benz
Nissan Sunny 2011-2014 Diesel,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461,84.8,5.0,4.05,Nissan
Audi Q7 3.0 TDI,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967,241.4,7.0,22.0,Audi
Mercedes-Benz CLA 200 CDI,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143,136.0,5.0,27.87,Mercedes-Benz
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248,88.5,5.0,8.75,Maruti
Maruti Swift Dzire Vdi,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248,73.9,5.0,4.79,Maruti
Skoda Rapid 1.5 TDI,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498,108.4,5.0,11.92,Skoda
Audi Q7 35 TDI,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967,241.4,7.0,53.11,Audi
Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9,998,67.1,5.0,1.15,Maruti
Honda City i DTEC,Pune,2014,71000,Diesel,Manual,First,25.1,1498,98.6,5.0,7.45,Honda
Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1,814,55.2,5.0,3.5,Hyundai
Mercedes-Benz E-Class 2015-2017 E350,Kochi,2018,21603,Diesel,Automatic,First,13.0,2987,265.0,5.0,70.15,Mercedes-Benz
BMW 3 Series 320d,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995,170.0,5.0,19.5,BMW
BMW 3 Series 318i,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995,154.0,5.0,15.0,BMW
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493,100.0,7.0,7.57,Mahindra
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197,85.8,5.0,4.4,Maruti
BMW X6 xDrive 40d,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993,308.43,5.0,60.0,BMW
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199,79.4,5.0,1.6,Chevrolet
Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197,85.8,5.0,4.9,Maruti
Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248,88.8,7.0,5.95,Maruti
Renault Duster 85PS Diesel,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461,83.8,5.0,5.35,Renault
Honda Amaze VX AT,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5.0,5.4,Honda
Audi A4 2.0 TDI,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968,174.33,5.0,23.45,Audi
Skoda Octavia Ambiente 1.9,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896,66.0,5.0,1.9,Skoda
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498,98.6,5.0,6.1,Honda
Toyota Innova 2.5 EV,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494,102.0,8.0,4.95,Toyota
Hyundai EON D Lite,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814,55.2,5.0,2.5,Hyundai
Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5.0,3.48,Datsun
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.4,Maruti
Mitsubishi Pajero 2.8 GLX,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835,118.6,6.0,7.99,Mitsubishi
Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400,215.0,5.0,10.99,Volvo
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7.0,18.5,Toyota
Jeep Compass 2.0 Limited,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170.0,5.0,21.69,Jeep
Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248,74.0,5.0,5.17,Maruti
Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582,126.32,5.0,4.5,Hyundai
Mahindra Scorpio VLX 2WD,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179,120.0,8.0,6.75,Mahindra
Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086,68.05,5.0,3.12,Hyundai
Toyota Innova 2.5 G,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494,100.6,8.0,8.25,Toyota
Toyota Innova Crysta 2.8,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7.0,20.14,Toyota
Toyota Innova 2.5 G,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494,100.0,8.0,12.6,Toyota
Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4,1248,74.0,5.0,6.61,Maruti
Hyundai Creta 1.6 CRDi,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582,126.2,5.0,13.23,Hyundai
Toyota Innova 2.5 G,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494,100.0,8.0,4.75,Toyota
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598,103.6,5.0,2.9,Volkswagen
Chevrolet Tavera LS B3,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499,80.0,10.0,5.5,Chevrolet
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696,184.0,7.0,9.47,Mahindra
Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197,78.9,5.0,1.95,Hyundai
Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.2,Hyundai
Hyundai Santro Xing XG,Mumbai,2006,50888,Petrol,Manual,First,17.0,1086,113.13736355859707,5.0,1.15,Hyundai
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198,86.7,5.0,4.35,Honda
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998,67.04,5.0,4.5,Maruti
Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197,82.0,5.0,3.55,Hyundai
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248,73.9,5.0,4.75,Maruti
Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197,78.9,5.0,4.52,Hyundai
BMW X1 sDrive 20d,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995,177.0,5.0,12.75,BMW
Audi A4 2.0 TDI,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968,174.33,5.0,20.04,Audi
Nissan Terrano XL 85,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461,83.8,5.0,6.5,Nissan
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56,3200,199.3,7.0,7.5,Mitsubishi
Maruti Wagon R VXI,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67.0,5.0,4.15,Maruti
Honda Civic 2006-2010 1.8,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799,130.0,5.0,2.5,Honda
Hyundai i20 2015-2017 Magna,Pune,2016,20600,Petrol,Manual,First,18.6,1197,81.83,5.0,5.4,Hyundai
Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5.0,3.15,Maruti
Audi Q7 35 TDI,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967,241.4,7.0,52.5,Audi
Hyundai i20 Sportz Option,Delhi,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5.0,5.95,Hyundai
Tata Tiago AMT 1.2,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5.0,6.97,Tata
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197,78.9,5.0,3.2,Hyundai
Renault Duster 85PS Diesel,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461,83.8,5.0,6.69,Renault
Tata Xenon XT EX,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5.0,5.9,Tata
Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197,80.0,5.0,2.25,Hyundai
Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.5,Maruti
Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22.0,814,55.0,5.0,2.61,Hyundai
Mercedes-Benz New C-Class 220,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143,170.0,5.0,11.5,Mercedes-Benz
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4.0,35.0,Mini
Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26.0,624,35.0,4.0,0.5,Tata
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5.0,5.75,Maruti
Hyundai Verna CRDi 1.6,Pune,2017,50000,Diesel,Manual,First,22.0,1582,126.2,5.0,11.5,Hyundai
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814,55.2,5.0,2.75,Hyundai
BMW 5 Series 2013-2017,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995,190.0,5.0,31.5,BMW
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198,86.8,5.0,4.92,Honda
Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2,1248,73.94,5.0,3.52,Maruti
BMW 3 Series 320d,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995,184.0,5.0,17.55,BMW
Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59,1248,74.0,5.0,5.8,Maruti
Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248,74.0,5.0,6.95,Maruti
Renault Scala RxL,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498,97.6,5.0,2.4,Renault
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998,163.7,5.0,5.25,Chevrolet
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298,85.8,5.0,4.25,Maruti
Tata Indigo CS LX,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396,69.0,5.0,1.5,Tata
Hyundai Grand i10 CRDi,Jaipur,2016,46522,Diesel,Manual,First,24.0,1120,70.0,5.0,4.5,Hyundai
Tata Indica Vista Quadrajet,Pune,2014,180000,Diesel,Manual,First,22.3,1248,74.0,5.0,2.5,Tata
Ford Fiesta 1.4 TDCi,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399,68.0,5.0,1.55,Ford
Renault Duster 85PS Diesel,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5.0,6.5,Renault
Hyundai Grand i10 CRDi,Kochi,2015,66337,Diesel,Manual,First,24.0,1120,70.0,5.0,4.96,Hyundai
Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198,86.8,5.0,3.25,Honda
Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781,163.2,5.0,8.5,Audi
Maruti Alto 800 2016-2019,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796,47.3,5.0,2.75,Maruti
Hyundai Verna Transform SX,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599,103.2,5.0,3.4,Hyundai
Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.0,Maruti
Chevrolet Optra Magnum 1.6,Kochi,2012,71787,Petrol,Manual,First,12.9,1598,102.5,5.0,3.21,Chevrolet
Hyundai Creta 1.6 CRDi,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582,126.2,5.0,14.25,Hyundai
Volkswagen Vento 1.5 TDI,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498,103.2,5.0,6.5,Volkswagen
Honda City i VTEC,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497,117.3,5.0,5.49,Honda
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341,83.0,5.0,0.8,Hyundai
Hyundai Santro Xing XG,Kochi,2007,58815,Petrol,Manual,First,17.0,1086,113.13736355859707,5.0,1.99,Hyundai
Hyundai Grand i10 AT,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197,82.0,5.0,5.91,Hyundai
Hyundai Grand i10 1.2,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197,81.86,5.0,6.44,Hyundai
Maruti Wagon R LXI,Pune,2012,90400,CNG,Manual,First,26.2,998,58.2,5.0,2.9,Maruti
Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.6,Hyundai
Maruti Swift VDI BSIV,Pune,2007,121000,Diesel,Manual,Second,17.8,1248,113.13736355859707,5.0,2.35,Maruti
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197,81.83,5.0,7.21,Hyundai
Renault Duster 85PS Diesel,Pune,2016,60000,Diesel,Manual,First,19.87,1461,83.8,5.0,8.0,Renault
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5.0,3.5,Maruti
Toyota Innova 2.5 G,Pune,2008,178280,Diesel,Manual,First,12.8,2494,102.0,8.0,5.9,Toyota
Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624,37.5,4.0,1.74,Tata
Ford Figo 2015-2019 1.2P,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196,86.8,5.0,6.8,Ford
Hyundai i20 1.2 Asta,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,7.5,Hyundai
Honda BRV i-VTEC V,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7.0,8.0,Honda
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5.0,5.99,Honda
Hyundai Creta 1.6 CRDi,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.9,Hyundai
Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197,83.1,5.0,7.0,Maruti
Audi Q5 2.0 TDI,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968,174.3,5.0,35.0,Audi
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498,98.6,5.0,5.5,Honda
BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.46,BMW
Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196,70.0,5.0,2.4,Ford
Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5.0,1.0,Maruti
Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.65,Hyundai
Skoda Rapid 1.5 TDI,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498,103.52,5.0,5.96,Skoda
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967,300.0,4.0,75.0,Porsche
Mercedes-Benz CLA 200 Sport,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991,183.0,5.0,27.15,Mercedes-Benz
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773,201.0,5.0,10.5,Audi
Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5.0,6.7,Maruti
Ford Ecosport 1.5 DV5,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498,89.84,5.0,4.9,Ford
Mahindra Bolero mHAWK D70,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493,70.0,7.0,8.0,Mahindra
Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5.0,3.63,Maruti
Maruti Swift Dzire 1.2,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5.0,4.8,Maruti
Tata Zest Revotron 1.2T,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5.0,4.25,Tata
Ford Endeavour 3.2 Trend,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198,197.2,7.0,30.27,Ford
Mercedes-Benz New C-Class C,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148,170.0,5.0,14.25,Mercedes-Benz
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.41,Hyundai
Honda City 1.5 S,Delhi,2009,73200,Petrol,Manual,First,17.0,1497,118.0,5.0,2.78,Honda
Skoda Octavia Elegance 2.0,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968,141.0,5.0,15.5,Skoda
Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25.0,1396,69.0,5.0,3.0,Tata
Maruti Wagon R VXi,Pune,2012,82000,Petrol,Manual,First,18.9,998,67.1,5.0,2.3,Maruti
Hyundai Creta 1.6 CRDi,Kochi,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5.0,13.28,Hyundai
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19.0,998,66.1,5.0,2.25,Maruti
Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5.0,3.36,Maruti
Honda Mobilio E i,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497,117.3,7.0,4.25,Honda
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197,78.9,5.0,4.3,Hyundai
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396,88.73,5.0,9.18,Hyundai
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998,67.04,5.0,4.99,Maruti
Skoda Laura 1.8 TSI,Pune,2011,31900,Petrol,Manual,First,13.4,1798,157.8,5.0,3.75,Skoda
Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20.0,1399,68.0,5.0,2.5,Ford
Honda Jazz 1.5 VX,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498,98.6,5.0,7.2,Honda
Mercedes-Benz E-Class 2015-2017 E250,Ahmedabad,2016,39500,Diesel,Automatic,First,15.0,2143,204.0,5.0,29.5,Mercedes-Benz
Mercedes-Benz GLA Class 200,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143,136.0,5.0,17.55,Mercedes-Benz
Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985,163.0,5.0,12.0,Volvo
Audi A8 L 3.0,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5.0,13.5,Audi
Hyundai Verna 1.6 SX,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5.0,5.1,Hyundai
BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190.0,5.0,10.3,BMW
Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.7,Hyundai
Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5.0,3.41,Maruti
Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20.0,1399,68.0,5.0,2.4,Ford
Mahindra KUV 100 mFALCON,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198,82.0,6.0,5.6,Mahindra
Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,Tata
Mahindra TUV 300 T8,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493,100.0,7.0,8.2,Mahindra
Audi Q3 35 TDI,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181.0,5.0,27.5,Audi
Maruti Wagon R VXI,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5.0,3.5,Maruti
Maruti Celerio CNG VXI,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5.0,4.58,Maruti
Maruti Vitara Brezza ZDi,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5.0,10.34,Maruti
Mahindra Scorpio DX 2.6,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609,116.6,8.0,3.25,Mahindra
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991,112.0,7.0,5.0,Hyundai
Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5.0,2.25,Hyundai
Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967,250.0,4.0,51.52,Porsche
Maruti Vitara Brezza VDi,Kochi,2018,51921,Diesel,Manual,First,24.3,1248,88.5,5.0,8.62,Maruti
Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74.0,5.0,7.25,Maruti
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5.0,5.47,Honda
